Card ID,Card Name,Expansion,Collection No.,Stage (Pokémon)/Type (Energy and Trainer),Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,Move Name,Cost,Damage,Effect Explanation
89,Grookey,TWM,14,Basic Pokémon,,,,70.0,{G},{R},,1.0,Branch Poke,{G}{G},30,
90,Thwackey,TWM,15,Stage 1 Pokémon,,,Grookey,100.0,{G},{R},,2.0,[Ability] Boom Boom Groove,,,"Once during your turn, if your Active Pokémon has the Festival Lead Ability, you may search your deck for a card and put it into your hand. Then, shuffle your deck."
90,Thwackey,TWM,15,Stage 1 Pokémon,,,Grookey,100.0,{G},{R},,2.0,Beat,{G}{G},50,
91,Rillaboom,TWM,16,Stage 2 Pokémon,,,Thwackey,180.0,{G},{R},,4.0,Drum Beating,{G},60,"During your opponent’s next turn, attacks used by the Defending Pokémon cost {C} more, and its Retreat Cost is {C} more."
91,Rillaboom,TWM,16,Stage 2 Pokémon,,,Thwackey,180.0,{G},{R},,4.0,Wood Hammer,{G}{G},180,This Pokémon also does 50 damage to itself.
92,Applin,TWM,17,Basic Pokémon,,,,40.0,{G},{R},,1.0,Tumbling Attack,{G},10,"Flip a coin. If heads, this attack does 20 more damage."
93,Dipplin,TWM,18,Stage 1 Pokémon,,,Applin,80.0,{G},{R},,2.0,[Ability] Festival Lead,,,"If Festival Grounds is in play, this Pokémon may use an attack it has twice. If the first attack Knocks Out your opponent’s Active Pokémon, you may attack again after your opponent chooses a new Active Pokémon."
93,Dipplin,TWM,18,Stage 1 Pokémon,,,Applin,80.0,{G},{R},,2.0,Do the Wave,{G},20×,This attack does 20 damage for each of your Benched Pokémon.
94,Sinistcha,TWM,22,Stage 1 Pokémon,,,Poltchageist,70.0,{G},{R},,1.0,Cursed Drop,{G},,Put 4 damage counters on your opponent’s Pokémon in any way you like.
94,Sinistcha,TWM,22,Stage 1 Pokémon,,,Poltchageist,70.0,{G},{R},,1.0,Spill the Tea,{G},70×,Discard up to 3 {G} Energy cards from your Pokémon. This attack does 70 damage for each card you discarded in this way.
95,Teal Mask Ogerpon,TWM,24,Basic Pokémon,,,,110.0,{G},{R},,1.0,Mountain Stroll,●,,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
95,Teal Mask Ogerpon,TWM,24,Basic Pokémon,,,,110.0,{G},{R},,1.0,Ogre Comeback,{G}●,20,This attack does 20 more damage for each of your opponent’s Benched Pokémon.
96,Teal Mask Ogerpon ex,TWM,25,Basic Pokémon,Pokémon ex,Tera(Grass),,210.0,{G},{R},,1.0,[Tera],,,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
96,Teal Mask Ogerpon ex,TWM,25,Basic Pokémon,Pokémon ex,Tera(Grass),,210.0,{G},{R},,1.0,[Ability] Teal Dance,,,"Once during your turn, you may attach a Basic {G} Energy card from your hand to this Pokémon. If you attached Energy to a Pokémon in this way, draw a card."
96,Teal Mask Ogerpon ex,TWM,25,Basic Pokémon,Pokémon ex,Tera(Grass),,210.0,{G},{R},,1.0,Myriad Leaf Shower,{G}{G}{G},30,This attack does 30 more damage for each Energy attached to both Active Pokémon.
97,Litwick,TWM,36,Basic Pokémon,,,,60.0,{R},{W},,1.0,Call for Family,{R},,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck."
97,Litwick,TWM,36,Basic Pokémon,,,,60.0,{R},{W},,1.0,Live Coal,{R}●,20,
98,Chandelure,TWM,38,Stage 2 Pokémon,,,Lampent,130.0,{R},{W},,2.0,[Ability] Alluring Light,,,"Once during your turn, you may have each player draw a card."
98,Chandelure,TWM,38,Stage 2 Pokémon,,,Lampent,130.0,{R},{W},,2.0,Mind Ruler,{R},30×,This attack does 30 damage for each card in your opponent’s hand.
99,Hearthflame Mask Ogerpon ex,TWM,40,Basic Pokémon,Pokémon ex,Tera(Fire),,210.0,{R},{W},,1.0,[Tera],,,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
99,Hearthflame Mask Ogerpon ex,TWM,40,Basic Pokémon,Pokémon ex,Tera(Fire),,210.0,{R},{W},,1.0,Wrathful Hearth,{R}●●,20×,This attack does 20 damage for each damage counter on this Pokémon.
99,Hearthflame Mask Ogerpon ex,TWM,40,Basic Pokémon,Pokémon ex,Tera(Fire),,210.0,{R},{W},,1.0,Dynamic Blaze,{R}{R}{R},140,"If your opponent’s Active Pokémon is an Evolution Pokémon, this attack does 140 more damage, and discard all Energy from this Pokémon."
100,Goldeen,TWM,44,Basic Pokémon,,,,50.0,{W},{L},,1.0,[Ability] Festival Lead,,,"If Festival Grounds is in play, this Pokémon may use an attack it has twice. If the first attack Knocks Out your opponent’s Active Pokémon, you may attack again after your opponent chooses a new Active Pokémon."
100,Goldeen,TWM,44,Basic Pokémon,,,,50.0,{W},{L},,1.0,Whirlpool,●●,10,"Flip a coin. If heads, discard an Energy from your opponent’s Active Pokémon."
101,Jynx,TWM,46,Basic Pokémon,,,,90.0,{W},{M},,1.0,Inviting Kiss,●,,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck. If you put any Pokémon onto your Bench in this way, move an Energy from this Pokémon to the new Benched Pokémon."
101,Jynx,TWM,46,Basic Pokémon,,,,90.0,{W},{M},,1.0,Icy Snow,{W},30,
102,Milotic,TWM,50,Stage 1 Pokémon,,,Feebas,120.0,{W},{L},,1.0,[Ability] Mentally Calm,,,Your opponent’s Pokémon in play and all attached cards can’t be put into your opponent’s hand.
102,Milotic,TWM,50,Stage 1 Pokémon,,,Feebas,120.0,{W},{L},,1.0,Hydro Splash,{W}●●,100,
103,Snorunt,TWM,51,Basic Pokémon,,,,60.0,{W},{M},,1.0,Astonish,{W}●,20,Choose a random card from your opponent’s hand. Your opponent reveals that card and shuffles it into their deck.
104,Froslass,TWM,53,Stage 1 Pokémon,,,Snorunt,90.0,{W},{M},,1.0,[Ability] Freezing Shroud,,,"During Pokémon Checkup, put 1 damage counter on each Pokémon that has an Ability (both yours and your opponent’s), except any Froslass."
104,Froslass,TWM,53,Stage 1 Pokémon,,,Snorunt,90.0,{W},{M},,1.0,Frost Smash,{W}●,60,
105,Finizen,TWM,59,Basic Pokémon,,,,70.0,{W},{L},,1.0,Aqua Slash,{W},30,"During your next turn, this Pokémon can’t use attacks."
106,Palafin,TWM,60,Stage 1 Pokémon,,,Finizen,100.0,{W},{L},,1.0,[Ability] Zero to Hero,,,"Once during your turn, when this Pokémon moves from the Active Spot to the Bench, you may search your deck for a Palafin {ex} and switch it with this Pokémon. Any attached cards, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokémon. If you switched a Pokémon in this way, put this card into your deck. Then, shuffle your deck."
106,Palafin,TWM,60,Stage 1 Pokémon,,,Finizen,100.0,{W},{L},,1.0,Wave Splash,{W}●,30,
107,Palafin ex,TWM,61,Stage 1 Pokémon,Pokémon ex,,Finizen,340.0,{W},{L},,2.0,[Ability] Hero’s Spirit,,,Put this Pokémon into play only with the effect of Palafin’s Zero to Hero Ability.
107,Palafin ex,TWM,61,Stage 1 Pokémon,Pokémon ex,,Finizen,340.0,{W},{L},,2.0,Giga Impact,{W},250,"During your next turn, this Pokémon can’t use attacks."
108,Wellspring Mask Ogerpon ex,TWM,64,Basic Pokémon,Pokémon ex,Tera(Water),,210.0,{W},{L},,1.0,[Tera],,,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
108,Wellspring Mask Ogerpon ex,TWM,64,Basic Pokémon,Pokémon ex,Tera(Water),,210.0,{W},{L},,1.0,Sob,●,20,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
108,Wellspring Mask Ogerpon ex,TWM,64,Basic Pokémon,Pokémon ex,Tera(Water),,210.0,{W},{L},,1.0,Torrential Pump,{W}●●,100,"You may shuffle 3 Energy attached to this Pokémon into your deck. If you do, this attack also does 120 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
109,Abra,TWM,80,Basic Pokémon,,,,40.0,{P},{D},{F},1.0,[Ability] Teleporter,,,"Once during your turn, if this Pokémon is in the Active Spot, you may shuffle it and all attached cards into your deck."
109,Abra,TWM,80,Basic Pokémon,,,,40.0,{P},{D},{F},1.0,Beam,{P},10,
110,Slurpuff,TWM,90,Stage 1 Pokémon,,,Swirlix,120.0,{P},{M},,2.0,Slurp Slurp,{P}●,90×,"Flip 2 coins. This attack does 90 damage for each heads. If both of them are tails, your opponent’s Active Pokémon is now Confused."
111,Sandygast,TWM,91,Basic Pokémon,,,,90.0,{P},{D},{F},3.0,Sand Attack,{P},10,"During your opponent’s next turn, if the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn’t happen."
111,Sandygast,TWM,91,Basic Pokémon,,,,90.0,{P},{D},{F},3.0,Spooky Shot,{P}●●,30,
112,Munkidori,TWM,95,Basic Pokémon,,,,110.0,{P},{D},{F},1.0,[Ability] Adrena-Brain,,,"Once during your turn, if this Pokémon has any {D} Energy attached, you may move up to 3 damage counters from 1 of your Pokémon to 1 of your opponent’s Pokémon."
112,Munkidori,TWM,95,Basic Pokémon,,,,110.0,{P},{D},{F},1.0,Mind Bend,{P}●,60,Your opponent’s Active Pokémon is now Confused.
113,Timburr,TWM,103,Basic Pokémon,,,,80.0,{F},{P},,2.0,Best Punch,{F},40,"Flip a coin. If tails, this attack does nothing."
114,Gurdurr,TWM,104,Stage 1 Pokémon,,,Timburr,100.0,{F},{P},,2.0,Knuckle Punch,{F},20,
114,Gurdurr,TWM,104,Stage 1 Pokémon,,,Timburr,100.0,{F},{P},,2.0,Superpower,{F}●●,50,"You may do 30 more damage. If you do, this Pokémon also does 30 damage to itself."
115,Conkeldurr,TWM,105,Stage 2 Pokémon,,,Gurdurr,180.0,{F},{P},,3.0,Tantrum,{F},80,This Pokémon is now Confused.
115,Conkeldurr,TWM,105,Stage 2 Pokémon,,,Gurdurr,180.0,{F},{P},,3.0,Gutsy Swing,{F}●●●,250,"If this Pokémon is affected by a Special Condition, ignore all Energy in this attack’s cost."
116,Okidogi,TWM,111,Basic Pokémon,,,,130.0,{F},{P},,2.0,[Ability] Adrena-Power,,,"If this Pokémon has any {D} Energy attached, it gets +100 HP, and the attacks it uses do 100 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance)."
116,Okidogi,TWM,111,Basic Pokémon,,,,130.0,{F},{P},,2.0,Good Punch,{F}{F},70,
117,Cornerstone Mask Ogerpon ex,TWM,112,Basic Pokémon,Pokémon ex,Tera(Fighting),,210.0,{F},{G},,1.0,[Tera],,,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
117,Cornerstone Mask Ogerpon ex,TWM,112,Basic Pokémon,Pokémon ex,Tera(Fighting),,210.0,{F},{G},,1.0,[Ability] Cornerstone Stance,,,Prevent all damage from attacks done to this Pokémon by your opponent’s Pokémon that have an Ability.
117,Cornerstone Mask Ogerpon ex,TWM,112,Basic Pokémon,Pokémon ex,Tera(Fighting),,210.0,{F},{G},,1.0,Demolish,{F}●●,140,"This attack’s damage isn’t affected by Weakness or Resistance, or by any effects on your opponent’s Active Pokémon."
118,Heatran,TWM,123,Basic Pokémon,,,,140.0,{M},{R},{G},4.0,[Ability] Incandescent Body,,,"If this Pokémon is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), the Attacking Pokémon is now Burned."
118,Heatran,TWM,123,Basic Pokémon,,,,140.0,{M},{R},{G},4.0,Steel Burst,{M}●●,50×,Discard all {M} Energy from this Pokémon. This attack does 50 damage for each card you discarded in this way.
119,Dreepy,TWM,128,Basic Pokémon,,,,70.0,Dragon,,,1.0,Petty Grudge,{P},10,
119,Dreepy,TWM,128,Basic Pokémon,,,,70.0,Dragon,,,1.0,Bite,{R}{P},40,
120,Drakloak,TWM,129,Stage 1 Pokémon,,,Dreepy,90.0,Dragon,,,1.0,[Ability] Recon Directive,,,"Once during your turn, you may look at the top 2 cards of your deck and put 1 of them into your hand. Put the other card on the bottom of your deck."
120,Drakloak,TWM,129,Stage 1 Pokémon,,,Dreepy,90.0,Dragon,,,1.0,Dragon Headbutt,{R}{P},70,
121,Dragapult ex,TWM,130,Stage 2 Pokémon,Pokémon ex,Tera(Dragon),Drakloak,320.0,Dragon,,,1.0,[Tera],,,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
121,Dragapult ex,TWM,130,Stage 2 Pokémon,Pokémon ex,Tera(Dragon),Drakloak,320.0,Dragon,,,1.0,Jet Headbutt,●,70,
121,Dragapult ex,TWM,130,Stage 2 Pokémon,Pokémon ex,Tera(Dragon),Drakloak,320.0,Dragon,,,1.0,Phantom Dive,{R}{P},200,Put 6 damage counters on your opponent’s Benched Pokémon in any way you like.
122,Tatsugiri,TWM,131,Basic Pokémon,,,,70.0,Dragon,,,1.0,[Ability] Attract Customers,,,"Once during your turn, if this Pokémon is in the Active Spot, you may look at the top 6 cards of your deck, reveal a Supporter card you find there, and put it into your hand. Shuffle the other cards back into your deck."
122,Tatsugiri,TWM,131,Basic Pokémon,,,,70.0,Dragon,,,1.0,Surf,{R}{W},50,
123,Farfetch'd,TWM,132,Basic Pokémon,,,,70.0,{C},{L},{F},1.0,[Ability] Impromptu Carrier,,,"When you play this Pokémon from your hand onto your Bench during your turn, you may search your deck for a Pokémon Tool card and attach it to this Pokémon. Then, shuffle your deck."
123,Farfetch'd,TWM,132,Basic Pokémon,,,,70.0,{C},{L},{F},1.0,Mach Cut,●,30,Discard a Special Energy from your opponent’s Active Pokémon.
124,Chansey,TWM,133,Basic Pokémon,,,,120.0,{C},{F},,2.0,Lucky Attachment,●,,Attach a Basic Energy card from your hand to 1 of your Pokémon.
124,Chansey,TWM,133,Basic Pokémon,,,,120.0,{C},{F},,2.0,Boundless Power,●●●,80,"During your next turn, this Pokémon can’t use attacks."
125,Blissey ex,TWM,134,Stage 1 Pokémon,Pokémon ex,,Chansey,300.0,{C},{F},,4.0,[Ability] Happy Switch,,,"Once during your turn, you may move a Basic Energy from 1 of your Pokémon to another of your Pokémon."
125,Blissey ex,TWM,134,Stage 1 Pokémon,Pokémon ex,,Chansey,300.0,{C},{F},,4.0,Return,●●●,180,You may draw cards until you have 6 cards in your hand.
126,Galvantula,SFA,2,Stage 1 Pokémon,,,Joltik,100.0,{G},{R},,1.0,[Ability] Compound Eyes,,,Attacks used by this Pokémon do 50 more damage to your opponent’s Active Pokémon that has an Ability (before applying Weakness and Resistance).
126,Galvantula,SFA,2,Stage 1 Pokémon,,,Joltik,100.0,{G},{R},,1.0,Shocking Web,{G}●,50,"If this Pokémon has any {L} Energy attached, this attack does 80 more damage."
127,Rowlet,SFA,3,Basic Pokémon,,,,70.0,{G},{R},,1.0,Add On,●,,Draw a card.
127,Rowlet,SFA,3,Basic Pokémon,,,,70.0,{G},{R},,1.0,Leafage,{G},10,
128,Dartrix,SFA,4,Stage 1 Pokémon,,,Rowlet,90.0,{G},{R},,1.0,United Wings,●,20×,This attack does 20 damage for each Pokémon in your discard pile that has the United Wings attack.
128,Dartrix,SFA,4,Stage 1 Pokémon,,,Rowlet,90.0,{G},{R},,1.0,Cutting Wind,{G},30,
129,Decidueye,SFA,5,Stage 2 Pokémon,,,Dartrix,150.0,{G},{R},,2.0,Stock Up on Feathers,●,,Draw cards until you have 7 cards in your hand.
129,Decidueye,SFA,5,Stage 2 Pokémon,,,Dartrix,150.0,{G},{R},,2.0,Power Shot,{G},170,"Discard a Basic {G} Energy card from your hand. If you can’t, this attack does nothing."
130,Revavroom ex,SFA,15,Stage 1 Pokémon,Pokémon ex,Tera(Lightning),Varoom,280.0,{L},{F},,1.0,[Tera],,,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
130,Revavroom ex,SFA,15,Stage 1 Pokémon,Pokémon ex,Tera(Lightning),Varoom,280.0,{L},{F},,1.0,Accelerator Flash,{M},20,"If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 120 more damage."
130,Revavroom ex,SFA,15,Stage 1 Pokémon,Pokémon ex,Tera(Lightning),Varoom,280.0,{L},{F},,1.0,Shattering Speed,{M}{M}{M},250,Discard this Pokémon and all attached cards.
131,Duskull,SFA,18,Basic Pokémon,,,,60.0,{P},{D},{F},1.0,Come and Get You,{P},,Put up to 3 Duskull from your discard pile onto your Bench.
131,Duskull,SFA,18,Basic Pokémon,,,,60.0,{P},{D},{F},1.0,Mumble,{P}{P},30,
132,Dusclops,SFA,19,Stage 1 Pokémon,,,Duskull,90.0,{P},{D},{F},2.0,[Ability] Cursed Blast,,,"Once during your turn, you may put 5 damage counters on 1 of your opponent’s Pokémon. If you use this Ability, this Pokémon is Knocked Out."
132,Dusclops,SFA,19,Stage 1 Pokémon,,,Duskull,90.0,{P},{D},{F},2.0,Will-O-Wisp,{P}{P},50,
133,Dusknoir,SFA,20,Stage 2 Pokémon,,,Dusclops,160.0,{P},{D},{F},3.0,[Ability] Cursed Blast,,,"Once during your turn, you may put 13 damage counters on 1 of your opponent’s Pokémon. If you use this Ability, this Pokémon is Knocked Out."
133,Dusknoir,SFA,20,Stage 2 Pokémon,,,Dusclops,160.0,{P},{D},{F},3.0,Shadow Bind,{P}{P}●,150,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
134,Sylveon,SFA,22,Stage 1 Pokémon,,,Eevee,120.0,{P},{M},,1.0,Mystical Return,{P},,"Flip a coin. If heads, choose 1 of your opponent’s Benched Pokémon. Shuffle that Pokémon and all attached cards into their deck."
134,Sylveon,SFA,22,Stage 1 Pokémon,,,Eevee,120.0,{P},{M},,1.0,Disarming Voice,{P}●●,90,Your opponent’s Active Pokémon is now Confused.
135,Bloodmoon Ursaluna,SFA,25,Basic Pokémon,,,,150.0,{F},{G},,4.0,[Ability] Battle-Hardened,,,"When you play this Pokémon from your hand onto your Bench during your turn, you may attach up to 2 Basic {F} Energy cards from your hand to this Pokémon."
135,Bloodmoon Ursaluna,SFA,25,Basic Pokémon,,,,150.0,{F},{G},,4.0,Mad Bite,{F}{F}●,100,This attack does 30 more damage for each damage counter on your opponent’s Active Pokémon.
136,Zorua,SFA,31,Basic Pokémon,,,,70.0,{D},{G},,1.0,Stampede,●,10,
136,Zorua,SFA,31,Basic Pokémon,,,,70.0,{D},{G},,1.0,Double Scratch,{D}●,20×,Flip 2 coins. This attack does 20 damage for each heads.
137,Zoroark,SFA,32,Stage 1 Pokémon,,,Zorua,120.0,{D},{G},,1.0,Illusory Hijacking,●●,60×,This attack does 60 damage for each of your opponent’s Pokémon {ex} and Pokémon {V} in play.
137,Zoroark,SFA,32,Stage 1 Pokémon,,,Zorua,120.0,{D},{G},,1.0,Claw Slash,{D}●●,110,
138,Okidogi ex,SFA,36,Basic Pokémon,Pokémon ex,,,250.0,{D},{F},,3.0,Poisonous Musculature,●,,"Search your deck for up to 2 Basic {D} Energy cards and attach them to this Pokémon. Then, shuffle your deck. If you attached Energy to a Pokémon in this way, this Pokémon is now Poisoned."
138,Okidogi ex,SFA,36,Basic Pokémon,Pokémon ex,,,250.0,{D},{F},,3.0,Chain-Crazed,{D}{D}●,130,"If this Pokémon is Poisoned, this attack does 130 more damage."
139,Munkidori ex,SFA,37,Basic Pokémon,Pokémon ex,,,210.0,{D},{F},,1.0,[Ability] Oh No You Don’t,,,"If this Pokémon is Knocked Out by damage from an attack from your opponent’s Pokémon, and if you have any Pecharunt {ex} in play, your opponent takes 1 fewer Prize card."
139,Munkidori ex,SFA,37,Basic Pokémon,Pokémon ex,,,210.0,{D},{F},,1.0,Dirty Headbutt,{D}{D}●,190,"During your next turn, this Pokémon can’t use Dirty Headbutt."
140,Fezandipiti ex,SFA,38,Basic Pokémon,Pokémon ex,,,210.0,{D},{F},,1.0,[Ability] Flip the Script,,,"Once during your turn, if any of your Pokémon were Knocked Out during your opponent’s last turn, you may draw 3 cards. You can’t use more than 1 Flip the Script Ability each turn."
140,Fezandipiti ex,SFA,38,Basic Pokémon,Pokémon ex,,,210.0,{D},{F},,1.0,Cruel Arrow,●●●,,This attack does 100 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
141,Pecharunt ex,SFA,39,Basic Pokémon,Pokémon ex,,,190.0,{D},{F},,1.0,[Ability] Subjugating Chains,,,"Once during your turn, you may switch 1 of your Benched {D} Pokémon, except any Pecharunt {ex}, with your Active Pokémon. If you do, the new Active Pokémon is now Poisoned. You can’t use more than 1 Subjugating Chains Ability each turn."
